label,title,x,y,size
6,Warpath,-0.1821245744374443,-0.375832790128598,199
2,Warstar,-0.012641716959613589,-0.563529422960449,9
3,Wasp,-0.28735275218092476,0.39885247030890697,360
2,Weapon Omega,0.04268841702545286,-0.539815239696163,6
6,Weapon X,0.2143754284483717,-0.46210123356214494,38
3,Wiccan,-0.2957544910682074,0.2878608524570271,28
6,Wild Child,0.2165330877200667,-0.5803852602934219,29
9,Wind Dancer,-0.7255565872902584,-0.12024311175875864,1
3,Winter Soldier,0.0010552605122479961,0.4990652642120212,179
9,Wolfsbane,-0.39484676461279394,-0.2055417498852514,120
4,Wolverine,0.30947030760420047,0.22936649541241205,2158
3,Wonder Man,-0.2831672692694467,0.39918977581674997,228
8,Wong,-0.11777693531937856,0.059645045218165826,77
4,Wraith,0.24372564468810048,0.45071318983949776,12
3,Wrecker,-0.20887992355303753,0.34391918583876385,11
9,Wrecking Crew,-0.5039528827728145,0.3270857860983957,15
0,X-23,-0.07980949516469453,-0.0616273377918476,165
5,X-Factor,0.030206088594941238,-0.09313307519763069,181
0,X-Force,0.2607770245070954,-0.1872451348071358,256
2,X-Man,-0.055210358208681844,-0.44911948160561155,107
6,X-Men,0.21293080625355695,-0.3183392361066042,3010
3,Young Avengers,-0.3315957267847935,0.4369266087514128,38
2,Zaladane,0.016983224539678744,-0.5160152673656241,15
8,Zaran,-0.2365335400802152,0.5302771491917807,9
